17163 32 29 24 22 25 28 36 18 18 18 18 18 18 18 18 18 18 18 18
15446 34 28 26 27 18 28 36 18 18 18 18 18 18 18 18 18 18 18 18
13901 33 28 26 20 26 27 36 18 18 18 18 18 18 18 18 18 18 18 18
12510 34 30 27 24 19 27 36 18 18 18 18 18 18 18 18 18 18 18 18
11259 35 28 22 20 22 25 36 18 18 18 18 18 18 18 18 18 18 18 18
10133 33 27 22 23 21 25 36 18 18 18 18 18 18 18 18 18 18 18 18
9119 34 29 19 20 23 27 36 18 18 18 18 18 18 18 18 18 18 18 18
8207 33 30 20 23 21 25 36 18 18 18 18 18 18 18 18 18 18 18 18
7386 34 32 24 20 22 26 36 18 18 18 18 18 18 18 18 18 18 18 18
6647 35 29 22 25 20 28 36 18 18 18 18 18 18 18 18 18 18 18 18
5982 36 31 20 23 15 31 36 18 18 18 18 18 18 18 18 18 18 18 18
5383 35 32 14 22 25 28 36 18 18 18 18 18 18 18 18 18 18 18 18
4844 36 30 16 19 22 30 36 18 18 18 18 18 18 18 18 18 18 18 18
4359 36 31 16 22 17 27 36 18 18 18 18 18 18 18 18 18 18 18 18
3923 36 29 18 21 17 29 36 18 18 18 18 18 18 18 18 18 18 18 18
3530 36 31 22 16 21 28 36 18 18 18 18 18 18 18 18 18 18 18 18
3177 35 33 16 21 15 30 36 18 18 18 18 18 18 18 18 18 18 18 18
2859 35 32 14 21 17 28 36 18 18 18 18 18 18 18 18 18 18 18 18
2573 35 32 14 18 19 28 36 18 18 18 18 18 18 18 18 18 18 18 18
2315 36 32 12 20 14 31 36 18 18 18 18 18 18 18 18 18 18 18 18
2083 36 32 11 22 13 30 36 18 18 18 18 18 18 18 18 18 18 18 18
1874 36 32 10 26 8 32 36 18 18 18 18 18 18 18 18 18 18 18 18
1686 36 33 8 24 12 31 36 18 18 18 18 18 18 18 18 18 18 18 18
1517 36 31 13 22 11 31 36 18 18 18 18 18 18 18 18 18 18 18 18
1365 36 33 8 26 11 30 36 18 18 18 18 18 18 18 18 18 18 18 18
1228 36 31 12 24 11 31 36 18 18 18 18 18 18 18 18 18 18 18 18
1105 36 35 3 32 3 35 36 18 18 18 18 18 18 18 18 18 18 18 18
994 36 36 1 34 2 35 36 18 18 18 18 18 18 18 18 18 18 18 18
894 36 36 1 34 1 36 36 18 18 18 18 18 18 18 18 18 18 18 18
804 36 36 1 35 1 35 36 18 18 18 18 18 18 18 18 18 18 18 18
723 36 36 1 35 1 35 36 18 18 18 18 18 18 18 18 18 18 18 18
650 36 36 1 35 1 35 36 18 18 18 18 18 18 18 18 18 18 18 18
585 36 36 0 36 1 35 36 18 18 18 18 18 18 18 18 18 18 18 18
526 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
473 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
425 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
382 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
343 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
308 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
277 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
249 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
224 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
201 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
180 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
162 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
145 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
130 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
117 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
105 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
94 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
84 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
75 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
67 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
60 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
54 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
48 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
43 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
38 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
34 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
30 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
27 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
24 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
21 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
18 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
16 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
14 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
12 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
10 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
9 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
8 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
7 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
6 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
5 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
4 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
3 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
2 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
1 36 36 0 36 0 36 36 18 18 18 18 18 18 18 18 18 18 18 18
